,num__training_pct,num__goals,num__school_grade,num__number_of_previous_teams,num__avg_shoot_speed,num__pass_completion_rate,num__power_play_goals,num__jersey_number,num__years_played,cat__golden_tipps_alpha,cat__golden_tipps_bravo,cat__golden_tipps_charlie,cat__golden_tipps_delta,cat__golden_tipps_echo,cat__golden_tipps_foxtrot,cat__golden_tipps_golf,cat__golden_tipps_hotel,cat__golden_tipps_india,cat__golden_tipps_juliett,cat__golden_tipps_kilo,cat__golden_tipps_lima,cat__golden_tipps_mike,cat__golden_tipps_november,cat__golden_tipps_oscar,cat__golden_tipps_papa,cat__golden_tipps_quebec,cat__golden_tipps_romeo,cat__golden_tipps_sierra,cat__golden_tipps_tango,cat__golden_tipps_uniform,cat__golden_tipps_victor,cat__golden_tipps_whiskey,cat__golden_tipps_xray,cat__golden_tipps_yankee,cat__golden_tipps_zulu,cat__experience_level_legend,cat__experience_level_missing,cat__experience_level_rookie,cat__experience_level_sophomore,cat__experience_level_veteran,cat__fitness_level_Average,cat__fitness_level_Elite,cat__fitness_level_Excellent,cat__fitness_level_Good,cat__fitness_level_Poor,cat__fitness_level_missing,bool__won_championship,bool__captain
7234,1.89191662277124,0.6184831525074098,-1.543286805567484,1.2267720086374543,-0.8529585341881728,0.1914309763364265,0.4979989964175312,-0.7245401527446944,1.3056938425483935,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9129,1.40816101838963,-0.5826979650469368,-1.526273086541347,0.2287371208457592,0.22048012841350356,1.0814506958627763,-0.2653803466112579,-0.9162089908236225,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1055,0.6183736435232107,-0.04883969057833834,1.263976833745147,-1.2683152108417834,-0.7421612459571673,0.8995378815676943,-0.39261023711605614,-0.9162089908236225,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8677,-0.02205711530922192,-0.5826979650469368,-0.9988477967310952,-1.5178239327897072,-0.24717076347060424,1.1315644188090799,-0.18056041960805916,-0.7884297654376704,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,-1.761876774310804,-1.3501192345955473,-0.6585734162083519,1.2267720086374543,0.05356473315640711,1.685321057365733,-0.9439397626368483,-0.9162089908236225,0.24204629503175495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3127,-0.5785195608293285,0.8186800054331342,2.3868822894701993,-1.2683152108417834,-0.6385585868320728,-0.3207312721747949,1.2613783394463203,-0.4370368956263023,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5089,1.0549538115127632,0.7519477211245594,-1.1689849869924667,0.9772632866895306,-0.7436001717783499,1.2247759434892043,1.0917384854399228,-1.0120434098630864,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7445,0.6371979545271494,-0.8496271022812362,-1.2540535821231524,1.2267720086374543,-0.31192242542378884,1.5650481222946044,-0.18056041960805916,-0.8842641844771345,1.0397819556692338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6191,0.6804291392440264,1.619467417136032,1.1278670815360494,1.2267720086374543,-0.7133827295335294,1.2122475127526284,1.6006580474591154,-0.6925953463982064,1.3056938425483935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6570,2.6253100009887906,-0.6827963915097991,1.0598122054315007,0.9772632866895306,-0.45725393336315845,0.1307933715713996,-0.7318899451288513,1.543541097855954,-0.023865591847404694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5919,0.16468460845949467,0.9521445740502839,-0.6926008542606261,0.7277545647416067,1.4320556698486386,1.0548904227012355,0.8372787044303264,-0.11758883216142227,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7632,1.075407693672023,0.6184831525074098,-0.25024415958106005,-1.5178239327897072,0.6866920944764288,1.0153005815736553,0.7100488139255282,1.8949339676673222,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6238,-0.02205711530922192,-0.08220583273262574,-1.6453691197243072,-1.5178239327897072,0.2708425321548682,-0.6534863925382499,-0.2653803466112579,1.60743071054893,-0.8216012524848836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9841,-1.8267613548288322,-1.0498239552069606,-0.43739506886856894,-0.519789044998012,2.856592232818689,1.3470534274781847,-1.1983995436464447,0.4574176820753619,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9650,0.08082034131977259,-0.9830916708983858,-0.5054499449731177,-0.2702803230500883,0.24781971901595878,0.7742535742019356,-0.30779031011285735,0.6810313265007779,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7334,-0.3346653669078567,1.5861012749817447,0.4813457585428376,0.7277545647416067,0.7442491273237044,-0.20997994446346419,0.7100488139255282,-0.8842641844771345,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,-1.3686443921155593,1.3859044220560202,1.468141462058793,0.2287371208457592,1.1011027309768089,-0.6730307444873084,1.006918558436724,-0.34120247658683833,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9079,-1.6428830510942871,-1.7838790826012836,2.2507725372611023,0.9772632866895306,-0.45581500754197585,1.208238414916924,-1.2832194706496436,-1.0120434098630864,-1.6193369131223625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7063,-2.377549191459243,0.05125873588452388,1.1108533625099126,-1.5178239327897072,0.2967431969361429,-1.8702475856744982,0.8796886679319258,-0.6287057337052304,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,-0.7644992504298947,-1.0164578130526731,-0.6075322591299404,-0.7692977669459359,-0.434231120224247,-0.2661073141633243,-0.8591198356336495,-1.0439882162095746,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1802,0.0905542075874329,-0.6494302493555116,-0.4884362259469805,1.2267720086374543,0.2967431969361429,-0.7507070150540786,-0.3502002736144567,1.8310443549743463,1.5716057294275532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5392,-0.07935007088938696,-0.515965680738362,-0.04607953126741435,-1.2683152108417834,0.3471056006775075,0.6369419733290643,-1.0711696531416466,1.12825861535161,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1808,0.6197090414665224,-0.7161625336640864,-0.6926008542606261,-1.5178239327897072,0.29530427111496027,0.9170776845989009,-0.6046600546240531,0.6171417138078019,-1.6193369131223625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
494,1.0982636551361293,-0.2824026856583502,1.672306090372439,-0.020771601102164555,0.0032023294150404316,1.5625424361472893,-0.8591198356336495,-0.9162089908236225,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
360,-1.6407068213481062,-0.515965680738362,0.20912625412464286,-0.7692977669459359,0.20896872184404885,-0.9025515955813781,-1.028759689640047,1.9268787740138102,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5701,-1.039822764168305,0.05125873588452388,-1.1179438299140552,1.2267720086374543,-0.4874713756079768,-0.9802278661481487,-0.30779031011285735,-0.05369921946844626,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6956,0.32207039826920114,-1.0164578130526731,-1.4582182104367982,1.2267720086374543,0.21616335094995778,-0.4289769137388106,-0.8591198356336495,0.26574884399643384,2.1034295031858723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4555,0.8532989417324,-0.515965680738362,-0.777669449391312,-1.0188064888938597,-0.15507951091496447,0.4019086127109012,0.07389936140153724,-0.8523193781306464,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4350,-1.0808774416825409,1.052243000513146,-1.1349575489401922,-0.519789044998012,1.2104610933866295,1.0283301495396946,0.3283591424111336,-0.6287057337052304,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,-0.20002996637912118,0.7853138632788468,-0.4033676308162946,-1.5178239327897072,-1.870279089763754,-0.07417175527898173,0.9645085949351246,-1.0759330225560626,-0.555689365605724,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3889,0.8360754851401428,-0.18230425919548798,-0.4714225069208433,-1.5178239327897072,-0.46588748829024795,-1.8030951969264515,-0.5198401276208543,-1.0439882162095746,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,-0.9570115830235637,0.35155401527311053,-0.18218928347651137,-1.0188064888938597,-0.05003792596868738,-0.7306615258755572,0.28594917890953425,-0.7884297654376704,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
303,-1.4895810041951645,-1.583682229675559,0.2941948492553291,1.2267720086374543,0.16004524392386477,0.6660079326379202,-1.876958959672035,-0.34120247658683833,1.5716057294275532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5252,0.8708300281749884,0.2514555888102483,0.5153731965951119,1.2267720086374543,0.7802222728532512,-1.171662287803028,0.5404089599191306,-0.27731286389386234,1.5716057294275532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9537,0.5244136375275121,1.5193689906731698,0.9237024532224034,-1.2683152108417834,-0.8155464628374434,-2.281180113834187,1.4734281569543173,-1.0759330225560626,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
676,-0.02205711530922192,-0.08220583273262574,-1.543286805567484,0.7277545647416067,-1.9451032324652107,0.25707995339608414,-0.18056041960805916,-1.0439882162095746,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1550,1.8060825534917826,0.6184831525074098,1.2299493956928724,-1.2683152108417834,-0.3032888704966973,-0.7897957189521954,0.11630932490313664,1.383817066123514,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4005,-0.7963099110570889,-0.5826979650469368,0.17509881607236852,-0.7692977669459359,1.1615376154664456,-1.523460622886078,-1.1559895801448452,-0.9800986035165985,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2802,0.25330219031256385,-1.3167530924412598,-0.8457243254958607,0.478245842793683,1.1514651347181735,0.8394014140321306,-0.2653803466112579,-0.4370368956263023,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4094,0.9971431915418377,0.1513571623473861,-1.305094739201564,1.2267720086374543,-0.402574752158246,-0.6890671358301255,0.4131790694143324,-0.4050920892798143,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,-0.37228131841753737,0.551750868198835,-0.5054499449731177,1.2267720086374543,-1.4601852307269219,-1.0538950388792148,0.28594917890953425,1.575485904202442,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2192,-0.9521590776256678,-0.7161625336640864,-0.4714225069208433,0.478245842793683,-1.8573287573731168,0.6915659313405353,-0.7318899451288513,-0.9481537971701105,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9590,-0.09372259298818467,0.9187784318959965,-0.964820358678821,-1.2683152108417834,2.160152135366665,-0.4485212656878686,0.7524587774271276,0.2338040376499458,-1.3534250262432028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8810,0.7130476837194316,-0.2156704013497754,0.8726612961439922,0.7277545647416067,0.738493424038976,1.1997190820160526,0.3283591424111336,-0.8203745717841584,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7596,0.3602517366808107,-0.8162609601269487,0.8556475771178554,-0.7692977669459359,-0.8774202731482628,0.7371694192216713,-0.7318899451288513,-0.9481537971701105,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5324,-0.6811748441977565,1.052243000513146,-1.441204491410661,1.2267720086374543,0.6780585395493373,0.6670102070968461,0.794868740928727,-0.9481537971701105,1.0397819556692338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,2.2330656412485914,-0.7495286758183739,-1.203012425044741,1.2267720086374543,-1.733581136751476,0.9812232499701694,-0.7318899451288513,0.6810313265007779,1.8375176163067128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4371,2.1562962826187224,0.2514555888102483,-0.5905185401038031,-1.2683152108417834,0.6133068775961547,0.9521572906613135,-0.22297038310965855,-0.27731286389386234,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1549,-0.02205711530922192,-0.015473548424050937,-0.09712068834582586,-0.519789044998012,-1.224201396053095,0.8108365919527374,-0.18056041960805916,0.26574884399643384,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1264,-0.7517506116289823,-0.8496271022812362,-0.9988477967310952,-1.2683152108417834,-0.529200224422252,0.5873293876122242,-0.8167098721320502,-1.0120434098630864,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5993,0.3209630695362367,-0.8829932444355235,0.8726612961439922,1.2267720086374543,0.7528826822507959,0.35931194820654283,-0.6046600546240531,0.7449209391937539,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4961,-0.8784993122743505,0.2514555888102483,-0.35232647373788306,-1.2683152108417834,-1.1018927012526347,1.0749359118797563,0.15871928840473604,0.904644970926194,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9605,1.1957878668205433,-0.9497255287440983,-0.5905185401038031,1.2267720086374543,-0.2989720930331515,1.5770754158017177,-0.6894799816272519,-1.0120434098630864,1.3056938425483935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6666,-0.7418091385649196,1.3191721377474452,-1.185998706018604,-1.2683152108417834,1.64069991392001,0.0486068659394619,0.8372787044303264,-1.0120434098630864,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1663,2.2989565563480436,-0.8162609601269487,1.468141462058793,-0.519789044998012,-1.2774416514368228,-0.18392080853138656,-1.240809507148044,-0.9162089908236225,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
